from_acct,from_acct_type,to_acct,to_acct_type,is_self_txn,txn_amt,txn_date,txn_time,currency_type,channel_type
0bb25168b959d82cfeecb5e437f28c1ad6aab2fdc7176283878a6d2645ee1936,01,3034a6500857e512be03dca8f2f05258281ed37e980326061d65bbd6928845b9,02,UNK,1050.0,55,19:25:00,TWD,03
8a986c8022f566c60780c428a9bcd1adc13c1ba8b0320bbe032541ab380f218b,01,3ad415c932f69fdb4dd52eb6ee1f26958a7e0c0a4e8a65a874aef28318adc6e6,02,UNK,81500.0,24,07:50:00,TWD,03
bb78912af134998d78df15383e523efcdf602c3ad6c4034ba29c5589c6ac8122,01,72dbf9533d6ec68544b965597c32babab6abad3abb16c8e9523ec76fadbf141a,02,UNK,4050.0,31,20:40:00,TWD,03
a1eb09567740ff3707a823920caef2e037b332215351e1d5e42ff6acfd144730,01,d7c3c41d36fb2af0b25d4728fb835a8cd1d97f5dc6ad4d9190e5482daa797d1c,02,UNK,2050.0,89,17:40:00,TWD,03
b9c7c1879a68b2efeee1c9d7b40b5e1b7faf172cff95bc19417eeb3424431f19,01,cb1b303d5a212dee82f3c755e81453a2d603cb529892f81fd0c182145350cd19,02,UNK,95500.0,101,15:20:00,TWD,01
e6749cd773f3a3524869a33fc27ebe03e46b06333d081667288d6c497173ca74,01,e68c4ec9358111d6c4b7866ff7ee5377f1745ca02bb86b23f088f4e7228c8df4,02,UNK,5050.0,15,08:55:00,TWD,03
d080817d6fb8868a478e0a83e45b82f70ab113135f9cb187e485eb2a75c7638d,01,ca14444b36014981db559ecf13cddefd75f30ae630b09190d2067fe29b36eb41,02,UNK,1550.0,13,19:00:00,TWD,03
4d9a35a9aaf03cbc896f69ccbc0759a04132883dce27a6dd1bad16b7a0ef6a53,01,56928dd57819d89525088cd25e3f3dc9b6eabb484f49d98525b3a806e43ee544,02,UNK,385000.0,73,15:30:00,TWD,UNK
ebc3fde0f147ba02ec8862fb52525409b984d25fd4c843fa3e1f61b9d72c7c8a,01,6bd22dbcc96298ab5854717113e3c433aee14863c0921cbad14da9f2d8702878,02,UNK,5050.0,24,10:05:00,TWD,03
0d1ae94a08eeda8e31cc45a5b48edcdcf87c2f925d0fba727b8c6abf2d17ada1,01,83b888a6c6a31f0966859b989a7c8955dbc58be19c0210555c7b0c00e09f08cb,01,N,1050.0,76,19:40:00,TWD,03
23b6be28158ac1125b65bc9cfea42a1401d54295aaa752db9ed057c12b03bba5,01,fb3b9b4f44f657512b75b7b1519f7b87196f8aee9ad2dabc7d0f9577c95fb0bb,01,Y,3150.0,103,15:55:00,TWD,UNK
3e4446611b8d8c05712750f28a5e92ec73ab9b9fa71f5270506f81661597d89b,01,8d430457136733ec2f2d314514b420f6cfa2ea4fa9272ab707a3167757ea4eb5,02,UNK,5.0,86,15:50:00,TWD,UNK
f3e219c11466842c264cc88ae00a237ce2d89f3f64e2d07a26722fe29396319e,01,befe22a15770782481b7f7ef09ec676660a89a1869fea373c0c583676b9f8fcb,02,UNK,3050.0,63,12:15:00,TWD,03
a1eb09567740ff3707a823920caef2e037b332215351e1d5e42ff6acfd144730,01,5638b351d87ffdea4f75bd73ab71a3e814d9a8a0c5012787eaf65ea2c0be2b13,02,UNK,15500.0,106,18:35:00,TWD,03
6fb71c9353ea06fdd4a6138c47bcb122fa2f436bf200f1a846590fb7af8d9d2d,01,f3f02d9e7f1590a72e536262685e1d30871c17b1b7848b660c54e23c28b42d24,02,UNK,5450.0,22,19:40:00,TWD,03
3af8e8b24e67dfe248849f12f025ba57598464504f8683b7a371ba80dc9bc702,01,62e41f7c48341b110e474ab23890d99791d9067c713e3a9e1cdc0abd11366166,02,UNK,2050.0,25,14:45:00,TWD,03
ebe6c07edbce65f501c2c126c313bae76f98e3294f6ab41b67a92c256e381fae,01,9629768afe99d5c9df5b4c57c8f7a27f4980927561c10879235b254f8284f55b,02,UNK,41500.0,10,15:35:00,TWD,03
7c8113066f4a02d4c380cf1d889b915c4929699db0e85144fb5f9ec0a3bce522,01,450dcfe7b237dd5a709436b6e200508ee476356cbaba9f661f72fd69da8f2f7c,02,UNK,12500.0,26,11:40:00,TWD,04
495a8d1d9d53d7df8dbda76830035d60e2889f478ebd35ee61e1ddbdbfe13e1c,01,03e2f07ca9a5c08b091b18ef74c4c89e7f57c5284b6c0484887ad372baa43f20,02,UNK,5050.0,2,23:05:00,TWD,03
5826e7c4a33c7f3809fe683209188c173c75c0a818cae670fedf0ba01a69a401,01,1c6ec1db53b25f2a5259605c93d83b847eb8432aaef5195bf8a719ae6da992e0,02,UNK,2050.0,84,14:50:00,TWD,03
bffb69068dfec147886d677dc8411842df4419a6c3912e71ae2a8f5e542eda57,01,17fb55369b45fd4cdeb883a9686b6ca2be973eab2a37b866ca64d6b579d7deae,02,UNK,105000.0,8,15:45:00,TWD,03
e20b67d4313cb5f2080697ec9b02e0f5b7d1fadd5cf88a70cc03109c5abc83d0,01,5174294c93fbe5d3be05dc3ab0780ac7485f75fe0d6df10d695bef6ace33c147,02,UNK,255000.0,85,18:55:00,TWD,04
5e9557496fa0a6ae0dfe5efe7ea400c11fc02c735f42c5f414d7e85d2dacd276,01,7bfc6a8022ab8493a5fdf48e52c1ad231b944a08acf050f772e64ce64d39a17f,02,UNK,105000.0,12,08:55:00,TWD,UNK
afb18762bcd19098febee047030e6d02da39442882c6db62a99546f5ce65e714,01,d4e4dee900daa524bd7e00fe1101a80f4ed01912223cff4052fbbe095aca869a,02,UNK,14500.0,25,07:45:00,TWD,UNK
77a16a47209b6f55a165bf5d1d14c51fc50c708d78786a6b4cb6a7ac87677064,01,6abbc804ad7f4554e5c18ac5d6d9504d96285d281a88fdc7cb1e4475b0aa9bd2,02,UNK,6050.0,15,16:15:00,TWD,UNK
0d4bd83c66ef37072fa350c8c207523a988d8b2cbd4c4c5b42c7f82a7faab7e8,01,d53fafeaebb3163c25b1362a815499172530689e3967bb292146b82702150782,02,UNK,1150.0,12,18:05:00,TWD,03
c77453c83e80463c73cc0881d8f9b9071394de688d524f6b33299c03559a5c37,01,9d76ca2e24bcd3d5789429f4d400514e37b491cb470e796321cbd6936677d294,02,UNK,20500.0,74,13:25:00,TWD,03
f5bda14f7996aabd1196e413b45d8d06c46b104cb7232513cb7a8909133007f6,01,12110deac54b0ca0f8cea915e6d65c0bceb72059d22e12df4720763bd32719b3,01,N,4450.0,33,17:55:00,TWD,04
5dd91a071677d1ecbb7f2b0cc05d1e482e62cee8430adc069a4dfe8b84c7d042,01,03bbad435edb3729fd79b06b0192358205d24832df385ed95198d4261eb89383,02,UNK,7050.0,49,14:25:00,TWD,03
1f1e6b8de69dc558aadf8596609b1bc6b04a96e102d4eefa50264dd5eb389d60,01,239c35c1220965bdc1f9a3b99e8667108ca301fb97f4928a3b2708528dc274d3,02,UNK,10500.0,11,22:30:00,TWD,03
1f1e6b8de69dc558aadf8596609b1bc6b04a96e102d4eefa50264dd5eb389d60,01,5972c983f566c5cb357df549275849dc7ee67842c753b8dbaab50b053c3b278e,02,UNK,1050.0,71,23:45:00,TWD,03
35ff7db5b701b96bd128dba126d4fe577c734d941c086f8ff1296478ec4d4e50,01,9ef062af15744421592c8d05dde61f127b4ba8d3b428f790fc32687b4add6bd2,01,N,13500.0,62,12:30:00,TWD,03
b9441657cf0387bdce37fe4992adb2a8c6407cfcfdc356e2595554f76028eeae,01,ad65819b9abfc4030f4b8fca6c192b1621b40093354f727d1cba38a1e186652b,02,UNK,505.0,16,04:55:00,TWD,03
9ca82915291ee00ed3dce3a47e9f8f3e487b650aaa2371f011a0ba69958dd204,01,c7619176577b44cbfd1e4fdda62406676c436cef00621208b35be1a0f7925b26,02,UNK,20500.0,74,21:55:00,TWD,03
b46034c61a700a4df738e203b43925208ba91a7a223846bdca8c763758906045,01,51a16585796306d887c142af7501327708bd2be54e347f2f0f2a04a764ae6764,02,UNK,5050.0,30,22:35:00,TWD,03
1f1e6b8de69dc558aadf8596609b1bc6b04a96e102d4eefa50264dd5eb389d60,01,5bc352c80e26d9dd8e52dc51f4417448d496311ef42f2c7328d5a457bbae61b6,02,UNK,11500.0,1,01:20:00,TWD,03
ba0eb83856425f4429cac70a81f0ea86b0a94f575614469724ad1c842d954fd0,01,cc189c62ad24313ed7ed5019185ae650e9c5b0e7a7df59f688cc5f48e0006fae,02,UNK,12500.0,8,18:30:00,TWD,03
083ce9492791a59328b84ed2a9843a861db9a3e7ec27983557d408c1cd1d9ef6,01,2c918c0092bd064893a786549add651697ff227491f3f81861dd66ca54f904d7,02,UNK,11500.0,95,19:55:00,TWD,03
3da454abc2490188424f2a7bffc6656bdaafa89b8cf556da82c26ea5a7b5fc91,01,4be6fd6404b52f9e7e577659d838abd064d22973915cb118389cf4cbe43a890b,02,UNK,505.0,29,22:20:00,TWD,03
82a0977152fd85f603a5b377c2c174864ed272e5657c9bb4a410093d5442fe2f,01,67b86516408e94aa0797dbbb84bc2b2ddc8235dc7a6a7f09b653b0ad2cdd2519,02,UNK,35.0,8,15:35:00,TWD,03
8a986c8022f566c60780c428a9bcd1adc13c1ba8b0320bbe032541ab380f218b,01,541dace04e3bc5f8c142237b7d5555f7c8efed72517d8ef959485cb8bbf19b72,02,UNK,75500.0,93,08:05:00,TWD,03
b80cb7689edbe8885ed1cbaf12d7e78dedf09993050e20dfdf4dbc1d9b064c38,01,fee648cc90883e3b2767ad3863fa6886a49322205b207f827016af3cefac489c,02,UNK,4050.0,40,11:20:00,TWD,03
7450c4ad0e4fac9984805299c4a52063ae1bd7efad8b3a7eb938c32a1998ed5d,01,00a5cb8bc546510debd7bd7126283f0b3970be28fee3ab68d5a41bc4f6fbfaec,02,UNK,1850.0,65,00:50:00,TWD,03
51e1447d7a9b586eb3366139f2409a5d289bca2f04866fb70a5f6c4b3f9d32df,01,86638b2f26ad043fd56aa3624056a2779838a00ad38d4002d3fd88e6cc77c924,02,UNK,15.0,93,23:45:00,TWD,UNK
14410a0132b7fe8946462cd459ff6d0936268095ee4bfaf3687f1b9f8801133d,01,7438d3a8670dd77cf777f09a02c4faa35bcb0e70ea37a12f3fea47182a418fca,02,UNK,6050.0,88,06:05:00,TWD,03
cdf73ab98713590160b3a561cf6842aaa0e617fca30ea7e529992ecbec1530c6,01,8059118ad020f4632da496ef167b36686532e601226d57dbe60e3deff023340b,02,UNK,35500.0,11,09:05:00,TWD,03
e7de1c4d560752f36e7b709b21921e803331c344388b6f413f18266be7aecae4,01,7dc042a87a541bd93da263889a4182d1de0a542624a5f95b36508d3a9554affa,01,N,6650.0,72,21:00:00,TWD,03
adad40b739ba6ad3027a30f3dce1094f9bdb459bd39d406790efcd7d870bad32,01,31ecbe4a23bf8cd0853f6a935a38b0be2973c20e1abefe884ab15be52c82166a,02,UNK,1050.0,55,21:00:00,TWD,03
7ed01ab8b7bb2e1789dae0431289394f25e83f02e8b3c51d6e515227733cced7,01,919e664e4f5032eed5b1b68792eb120f87bc55a4d6d968ed86ad2967965c3883,02,UNK,2050.0,94,22:20:00,TWD,03
06cea77c9bfb5afb0fd5d99f5a7d5f3d9bb77ea7a347478f5a819ea77751fd78,01,3812a51b1b5d5484f8e424487803f53c0657e1a8c1691eb06497549256ee0cf1,02,UNK,7050.0,117,18:35:00,TWD,01
b9441657cf0387bdce37fe4992adb2a8c6407cfcfdc356e2595554f76028eeae,01,ad65819b9abfc4030f4b8fca6c192b1621b40093354f727d1cba38a1e186652b,02,UNK,1050.0,18,16:10:00,TWD,03
8d3c276001e023f5499e64ed9bc4fc6228d70088fe2abeca18aa902cb1f09008,01,b6a834cd969195b896d531f555bdeb32215ae7f428c130c9fb28949b6c5f4ce5,02,UNK,1050.0,35,22:25:00,TWD,03
26fefc99bb9574363475d5e41dc9a3f88eb30a42ce0d5766c9b5439bd3f5ca2f,01,4d60d9c8242b898a2609f694aacb5366d516d178b55e05640cf77a25e5404746,02,UNK,1050.0,102,20:40:00,TWD,UNK
7cf95515b7a3662db919262f974b183ea555e29dedf9e7f5e8f36c7b9613ec2e,01,06ea0f18ffb5ad37da84ee852c91f51458c9c72fbdf36b1a33901a907727044e,02,UNK,7050.0,52,20:00:00,TWD,UNK
788968722edc7c786589b6696199820e73298be081e5224f4c07436341996f58,01,739bb7dc670d6f6400d4ae64ec439144cc1b2f5c06187b960c4c5ad0de78ed98,02,UNK,95.0,87,19:55:00,TWD,03
8c94e43c8dc9a64a985a50e53fb0e21e84f4d5f574eb2ed046d280b911272159,01,0dd95d839b1d45f82a43bc322d759f43b9553ec94362585077f24554550a4cfe,02,UNK,12500.0,58,14:00:00,TWD,01
a2bd8924879f20b46312b2f40ad69cf6292a22b48868d26e6c4216ef750176a8,01,1f408300b3e25ad16e315146b892b8fcc2860ef8eeee8fb5ad3b3e83c6e0d30b,02,UNK,1050.0,20,19:45:00,TWD,03
5ca9095185ae9a83eb8f4b4549d658238b8f257d9400751774730f3eb9fc18e7,01,24d6a2e1589f9d357809ba76971c69a1a45d7ae2e00c85c6d12780e7bb77ba7f,01,Y,5050.0,24,20:55:00,TWD,03
3c2f6183900c511793b1d2514c6f8058f2cc20fe7031ffaf66f3d5f20b7385f4,01,ba632cdd50b7a810a9580670734bd540362e3356509f2c538aac40333d71674f,02,UNK,50500.0,49,15:50:00,TWD,03
e20b67d4313cb5f2080697ec9b02e0f5b7d1fadd5cf88a70cc03109c5abc83d0,01,e48d6ba13145b15846f978af43ab2413763160df0f4c0631073fcb40e284891a,01,N,63500.0,86,21:25:00,TWD,04
0a39a85d8cdde26864aabd66555f50af0aedc6aeaea98bf09ba945a10d2050f1,01,c30cb372b19ef53302c387687115181547a49e724386ead6da507a31a29868cd,01,N,90500.0,18,13:45:00,TWD,03
a246a123e235a56c90800d0a8a8301438160f4abbeb545938f24c9a27ca6d3f1,01,8b8a3509c47c3c0304560076f5d704da1096a0218c1b674b4ff5252adcc7f9b9,02,UNK,6050.0,89,02:40:00,TWD,UNK
1f1e6b8de69dc558aadf8596609b1bc6b04a96e102d4eefa50264dd5eb389d60,01,09b55af2069a9196a484e9dd1f3bd364adbe9777f2ee66bd52df2b39ce26303e,02,UNK,4050.0,53,16:50:00,TWD,03
5ead2cf99ae494c90ec512bd321cebee2270d466f3dca1b632fcc68505d4e174,01,3c91856a0a5b73e9da891ec90b0a22f8d747628ff0d8eac5d367efdba15a145c,02,UNK,1050.0,10,14:40:00,TWD,03
fe84e0ba8a0807ec3c3f1b803ed1f7d8be3927d7509cdd79c9ff56a8e46b6f83,01,a1b3b5333a03ac6a69d1582660c3312ef16613367cca27aeb1863f7edfce942c,02,UNK,3750.0,65,04:05:00,TWD,03
c77453c83e80463c73cc0881d8f9b9071394de688d524f6b33299c03559a5c37,01,d11cc82d57659e8ef9bf7e491d849c9b307044848a5ac2cd9f1bf798a7aea8a3,01,N,70500.0,30,14:05:00,TWD,03
38d1a71c7f7ab55f598e4b4f385ef065ef1fbe4f39f914bf5311d49f565ef8fc,01,e053c4923d9f9eaa9d86a4865310fccc78b97b958eddb69a136cc69beaddfa92,02,UNK,7150.0,5,17:55:00,TWD,03
366bd4a6b4e1dec8f2df91e805b095c9fd29f6610ab76687f9dc73e402da1c51,01,e321af17ca7d5d6ca8dac28b96e09ee163804f9b55c589c9ae54ded191c16673,02,UNK,1850.0,53,12:10:00,TWD,03
5ead2cf99ae494c90ec512bd321cebee2270d466f3dca1b632fcc68505d4e174,01,ae3dab444986c4f45e5d830acec4d893a5b2feea8ddfa6b0242eb4a150bf197f,02,UNK,80500.0,1,09:00:00,TWD,03
c5be95cd6852b70999ef99ef4db4b1c5b2faa213ddf5d8a623e1b2e36e3c225f,01,7d97b632e280299ae6f30ee80ff099ba17ec2907521f56d362b974188b0bcded,02,UNK,4050.0,18,08:30:00,TWD,03
041b2de0dc90019c2979a358617bffe6c1973ee9379c418e3efe6c60d60ac379,01,88ccfd08f51905dcb240e087a1f2f4c760722c75503ba3061b0b86a0a8c30a9c,02,UNK,3050.0,61,16:10:00,TWD,03
940d55eea3715a1be984bfeb5a4eb6097049dae22aa29372d4f23eaaff44aafc,01,4f3670be2b6fe5e18c2fb741232a06df6bae25375af65ddb7bf4879544653fc8,02,UNK,3050.0,20,11:05:00,TWD,03
4ec89280a9c1f6ef52836fddb975a6128f95ce12a0c6cbada71bb04b62b0b8f9,01,0e2ac5917ab04e1d786371e6569d13c064b9445fa89b2e514b0098ecefaf8e34,02,UNK,10500.0,65,00:00:00,TWD,03
3e4446611b8d8c05712750f28a5e92ec73ab9b9fa71f5270506f81661597d89b,01,8349e61fea90acb847364addcd0273a436bc868e99903ffe47d0a70d1e7c3006,02,UNK,2450.0,82,14:55:00,TWD,UNK
85a4bd41a427ee54845ff78374009963d791bfa4ad3c88252a03998ec7d634b5,01,5dd5212248cad73c2b2ab7d01450c02d115fa95ee5ebb95cc0a99ff135151772,02,UNK,5050.0,31,17:50:00,TWD,03
93a86b5fd3edc3841ef434332877e1802d675ca116f36ec7cdb76471ed7fcd28,01,f6b734d2291f2b017750195a5f82af39cb754c8b528b478009b15f9e49a0cd85,02,UNK,255.0,21,14:45:00,TWD,03
3dc6d1ed5782c955c309160a8aa0da5ae0cf075a6b8ed5359ecd33afa5d6eb8e,01,f600d329c520a1f86c035a558a15cf15e0a84aebab19a0c43e51fb4d02435615,02,UNK,15.0,15,07:15:00,TWD,UNK
c4a36434c99a9952e19c1ac57d1317dcf183b1165a71dc64c55b39460edd809f,01,7f1383aba861e49277fd39ae3a96401ac6654302a2ef84fdbf2292709ddb64bf,02,UNK,1350.0,3,19:35:00,TWD,03
6fb71c9353ea06fdd4a6138c47bcb122fa2f436bf200f1a846590fb7af8d9d2d,01,98bfdd80f171f42f539979b5d884c8545ae195eedba939cc8b289142cefb242c,02,UNK,53500.0,68,12:55:00,TWD,03
495a8d1d9d53d7df8dbda76830035d60e2889f478ebd35ee61e1ddbdbfe13e1c,01,8c56620e880a96ce12fc6f884b8bb311ddfe48ae88d53947f8eec79c35bfc15a,02,UNK,3050.0,52,01:50:00,TWD,03
e4b8195902a1853d215ac612f77c6118a828fbaa6fd45aef140cb14a9e93dc90,01,65b37cbad303a348d039c268abcc823fc088e379ab7f93c8c9c53e6e38b3ad22,02,UNK,3050.0,51,20:25:00,TWD,03
65c4cb535113dfdfbecea065e6fa3c4ec173530943b6b44935f618cc1f3918f0,01,fa2fdd88e7b23e43934284ec72074cac9d453db0aee76f702a64d0236df8dccf,02,UNK,105.0,22,09:30:00,TWD,UNK
e7de1c4d560752f36e7b709b21921e803331c344388b6f413f18266be7aecae4,01,9948e42309333ce2faffe52eb5108183b1a15c257cb31fd58442c67be3023a50,01,N,5650.0,65,00:20:00,TWD,03
9ce4ee15176c15a5a45b01f4384d09cc05df9567b07946a475b89280943351de,01,54373870e49acf48a962b3de83853e2868afc5d809f6615860cb92e4a299b796,02,UNK,46500.0,53,15:35:00,TWD,03
8a986c8022f566c60780c428a9bcd1adc13c1ba8b0320bbe032541ab380f218b,01,541dace04e3bc5f8c142237b7d5555f7c8efed72517d8ef959485cb8bbf19b72,02,UNK,47500.0,85,08:30:00,TWD,03
c250c14acf9e2f2c3d6ae2cc25359280164972fc27702983d284e0624fc5d693,01,d71ccc8dc5a81185ef42b981f89c2349ec874cd7758b3032b39a47d20e382a04,02,UNK,1050.0,50,16:35:00,TWD,03
b90a5a342694a87e47e82f4a80532b1052a1e109879aa594ae8315b2c0428bf2,01,76f964005eb957c70b2d5d42b5215be026690e9e886bfa2d6103e5e031735eaa,02,UNK,30500.0,32,01:05:00,TWD,03
0996aeb8f41fcdfe35f4602e1f053270b0130fae16ba984cda79334c8ce55025,01,081637a9b97332b4d1fd61e285658dcf9f5f0a64424fe3c54c81c7f175f74c90,02,UNK,5050.0,9,21:00:00,TWD,03
1aebf345d228c9812be80504b055d15295df9483f138208e3d1890ae29dfbe5a,01,1c378def54d6f1fa58a9c287f95c758a0e49743679a68c5471b7ea7ccae39e85,02,UNK,10500.0,82,19:30:00,TWD,03
5ead2cf99ae494c90ec512bd321cebee2270d466f3dca1b632fcc68505d4e174,01,f3e78ecb7d362c8658194c80f231dd559c1be0d5ebb706d257dc8d85301ef46c,02,UNK,2050.0,47,23:20:00,TWD,03
588673d514f6ed0c358e3c12c9a2ce886fe33852bc75ac7aa3fe4ed5b7269d82,01,014201b526dcbf614559519bf76a0643a055f329bf34a4c876428cd5e4b0af30,01,N,25500.0,97,20:30:00,TWD,04
d3fa32be814aa6602bb0f860fcf4e118c359e89ebcd8f3aa1b8b00f65c3bad07,01,80fe5f333c2ed2cca5b3596c35137edf26c3275da37ecf0c4fefb7d2e8762fd7,02,UNK,505.0,38,01:35:00,TWD,03
a1b587783f88203d0d76198a62996d87c14318a984b4c210a4b0b718788863ea,01,e09ea3cff7d8bb27fe24b6661153aefc5f46cd064fe2293d39ff8f193b4850bd,02,UNK,855000.0,85,14:10:00,TWD,UNK
a1b587783f88203d0d76198a62996d87c14318a984b4c210a4b0b718788863ea,01,df2306256a9da61dcb6b04dcfe9884726f4d01d7f6cc770fd0ffb1b92562ff62,02,UNK,1050000.0,60,11:35:00,TWD,03
4367604be57d4d673821395cd8ff0e85ca2e9e3f259cd9938a02e10fef412757,01,e39549171b882f7cd7805267d538a0f933e878d625f7063f2159a36f097a9185,02,UNK,6050.0,104,12:40:00,TWD,03
b9c7c1879a68b2efeee1c9d7b40b5e1b7faf172cff95bc19417eeb3424431f19,01,80786f2bfdd4bcec47b8b7542fb7e83c35dccf376efb68751efb49977ff52a37,02,UNK,1050.0,100,15:05:00,TWD,03
62b6eab0e3a994e8fc78fb0426dbb75baaa955d5ce083fd3f0e44c08e29f9c86,01,80b22c80d4c6a55ba378cc5d670cd1965007ac51dac3df38a86799d2a678bc38,02,UNK,5050.0,34,21:40:00,TWD,03
a1b587783f88203d0d76198a62996d87c14318a984b4c210a4b0b718788863ea,01,df2306256a9da61dcb6b04dcfe9884726f4d01d7f6cc770fd0ffb1b92562ff62,02,UNK,705000.0,71,12:55:00,TWD,03
baf4addad818151f1992ece3a740639289fde701cf21a4682026ab6b3a24ea61,01,b8f5d0a0742aeed4c82fd9e0372f5f217890b746f8125a75cab04f4438af0800,02,UNK,2050.0,1,18:40:00,TWD,03
3cb4438f7719876f26b1721b92eb89b690ec0038fab306f06a4daf9d66ec7448,01,f8b7a4079c4a3da6b6393996033aa4ed6b9c4c547c56915422b860ab2b0ee83d,02,UNK,505.0,29,10:35:00,TWD,03
b63583ebbc8f617c1d9f75c49728fd792fbe31c19cb4f7606f4e1e9dffbb8d8f,01,5cd592ebdfec5788c4f4f4919b08b6c11a013b22f76864ae6352d0acabb9fbb2,02,UNK,51500.0,16,17:00:00,TWD,03
0d4bd83c66ef37072fa350c8c207523a988d8b2cbd4c4c5b42c7f82a7faab7e8,01,755afd8581afa907821ecf0a69a31f596991563de77f92c8d5c7bc13d6e1227a,02,UNK,1050.0,18,05:05:00,TWD,03
6cfe73aa0f7e02fd554631b651e003bdf347a454974dfb9034c7d6a166d3f270,01,97859e39b17bd0df646119bfcad536cff5c19f6b08747b9702d7e5687e727e35,02,UNK,5150.0,39,12:55:00,TWD,03
02d031b4c7182b98e176ae9ca6505c08468e800f74b581885f2fa4b177179079,01,85268bf3ed5bbb151ff944545596f3d9e9346d8268f4e80da45135918996251a,02,UNK,1050.0,4,16:05:00,TWD,03
1aebf345d228c9812be80504b055d15295df9483f138208e3d1890ae29dfbe5a,01,2f53959a3f32c1aa241d5061aed89cd7bca8574c678053f9a8ed88e471791e06,02,UNK,10500.0,2,02:30:00,TWD,03
408753c48116c077cfdc29fdc706522cff6e821528f5b1a10107b1e9cec4134f,01,d293c9068f170225b6461287582110487ceeef0247b6271f7dc43fe9646ad7fc,02,UNK,4850.0,7,16:55:00,TWD,03
